merchant_id,business_name,industry,industry_risk_weight,business_type,business_age_days,monthly_revenue,chargeback_rate,country,region,has_website,has_social_media,onboarding_date,is_fraud,fraud_type,risk_score_x,risk_score_y,decision,risk_factors
MERCH_00002786,Web Inc,E-commerce,1.3,Corporation,586,5000.0,0.0331,CA,Quebec,True,False,2024-07-07 04:06:30.562870,False,,,38.81,REVIEW,Elevated chargeback rate: 3.31%
MERCH_00002787,Cyber Services,E-commerce,1.3,LLC,208,5000.0,0.0,GB,International,True,True,2025-07-20 04:06:30.562995,False,,,24.31,APPROVE,
MERCH_00002788,Prime Online Services,E-commerce,1.3,LLC,489,37530.22,0.0011,US,Southeast,False,True,2024-10-12 04:06:30.563139,False,,,17.56,APPROVE,No website presence
MERCH_00002789,Advanced Shop,Retail,1.0,Corporation,582,257643.15,0.0245,US,Northeast,True,True,2024-07-11 04:06:30.563275,False,,,29.45,APPROVE,Elevated chargeback rate: 2.45%
MERCH_00002790,Elite Cyber Inc,E-commerce,1.3,Corporation,1114,415145.72,0.0,GB,International,True,True,2023-01-26 04:06:30.563410,False,,,17.06,APPROVE,
MERCH_00002791,Store Solutions,Retail,1.0,Sole Proprietorship,510,500000.0,0.023,US,Northeast,True,False,2024-09-21 04:06:30.563547,False,,,30.45,REVIEW,Elevated chargeback rate: 2.30%
MERCH_00002792,Advisory Solutions,Services,1.1,Corporation,30,15340.66,0.0042,CA,BC,True,True,2026-01-14 04:06:30.563682,False,,,27.9,APPROVE,New business: 30 days
MERCH_00002793,Tech Corp,Digital Goods,1.8,LLC,218,81047.67,0.034,US,Northeast,True,True,2025-07-10 04:06:30.563816,False,,,39.32,REVIEW,Elevated chargeback rate: 3.40%
MERCH_00002794,Prime Virtual Corp,E-commerce,1.3,Sole Proprietorship,1481,10880.93,0.0395,US,Southwest,True,True,2022-01-24 04:06:30.563960,False,,,35.81,REVIEW,Elevated chargeback rate: 3.95%
MERCH_00002795,Pro Apps Inc,Digital Goods,1.8,Corporation,744,30396.0,0.0,US,Southeast,False,True,2024-01-31 04:06:30.564103,False,,,20.82,APPROVE,No website presence
MERCH_00002796,First Goods Inc,Retail,1.0,Corporation,336,98670.13,0.0324,US,Southwest,True,False,2025-03-14 04:06:30.564249,False,,,32.7,REVIEW,Elevated chargeback rate: 3.24%
MERCH_00002797,Global Casino,Gambling,2.5,Sole Proprietorship,311,24219.97,0.0239,US,Southeast,True,True,2025-04-08 04:06:30.564387,False,,,45.99,REVIEW,High-risk industry: Gambling; Elevated chargeback rate: 2.39%
MERCH_00002798,Goods Corp,Retail,1.0,Sole Proprietorship,30,6426.49,0.0,US,Northeast,True,True,2026-01-14 04:06:30.564520,False,,,26.45,APPROVE,New business: 30 days
MERCH_00002799,Market Co,Retail,1.0,LLC,52,28168.46,0.0,US,Southeast,False,True,2024-12-19 04:06:30.564655,True,identity_theft,,25.45,APPROVE,New business: 52 days; No website presence
MERCH_00002800,Prime Support,Services,1.1,LLC,281,116097.29,0.0261,US,Southwest,True,True,2025-05-08 04:06:30.564789,False,,,32.65,REVIEW,Elevated chargeback rate: 2.61%
MERCH_00002801,Global Store Corp,Retail,1.0,Sole Proprietorship,393,14604.8,0.0208,US,Midwest,True,True,2025-01-16 04:06:30.564934,False,,,34.45,REVIEW,Elevated chargeback rate: 2.08%
MERCH_00002802,Advanced Gaming Services,Gambling,2.5,Sole Proprietorship,102,36777.66,0.0,GB,International,True,True,2025-11-03 04:06:30.565068,False,,,33.74,REVIEW,High-risk industry: Gambling
MERCH_00002803,Goods Inc,Retail,1.0,Sole Proprietorship,347,53202.57,0.0,US,Southwest,True,True,2025-03-03 04:06:30.565207,False,,,15.45,APPROVE,
MERCH_00002804,Global Chain Services,Cryptocurrency,3.0,LLC,142,15348.22,0.0249,US,Midwest,True,False,2025-09-24 04:06:30.565352,False,,,59.75,REVIEW,High-risk industry: Cryptocurrency; Elevated chargeback rate: 2.49%
MERCH_00002805,Superior Apps,Digital Goods,1.8,LLC,1246,34776.36,0.0,Other,International,False,True,2022-09-16 04:06:30.565478,False,,,29.82,APPROVE,No website presence
MERCH_00002806,Prime Trips,Travel,1.5,Corporation,30,162004.98,0.0,US,Southeast,True,True,2026-01-14 04:06:30.565614,False,,,26.21,APPROVE,New business: 30 days
MERCH_00002807,Care Corp,Services,1.1,Sole Proprietorship,47,15506.65,0.023,US,Midwest,False,True,2025-12-28 04:06:30.565750,False,,,45.15,REVIEW,New business: 47 days; Elevated chargeback rate: 2.30%; No website presence
MERCH_00002808,Superior Care,Services,1.1,Sole Proprietorship,30,5000.0,0.0,US,Southeast,True,False,2026-01-14 04:06:30.565888,False,,,28.4,APPROVE,New business: 30 days
MERCH_00002809,Smart Care Services,Services,1.1,Corporation,951,180121.63,0.0341,US,Southwest,True,False,2023-07-08 04:06:30.566032,False,,,29.9,APPROVE,Elevated chargeback rate: 3.41%
MERCH_00002810,Prime Destinations Ltd,Travel,1.5,Partnership,578,34914.64,0.0069,US,Midwest,True,True,2024-07-15 04:06:30.566175,False,,,25.46,APPROVE,
MERCH_00002811,Pro Goods,Retail,1.0,Corporation,173,58285.84,0.0556,US,Southwest,True,True,2025-08-24 04:06:30.566313,False,,,39.7,REVIEW,Elevated chargeback rate: 5.56%
MERCH_00002812,Apps Solutions,Digital Goods,1.8,Corporation,30,137667.54,0.0,US,Midwest,True,True,2026-01-14 04:06:30.566449,False,,,29.07,APPROVE,New business: 30 days
MERCH_00002813,Superior Coin LLC,Cryptocurrency,3.0,Corporation,336,60757.5,0.0112,FR,International,True,True,2025-03-14 04:06:30.566584,False,,,46.0,REVIEW,High-risk industry: Cryptocurrency
MERCH_00002814,Pro Goods Ltd,Retail,1.0,Corporation,67,49604.17,0.0175,US,Southeast,False,True,2025-12-08 04:06:30.566728,False,,,32.95,REVIEW,New business: 67 days; No website presence
MERCH_00002815,Smart Crypto Services,Cryptocurrency,3.0,Corporation,30,24806.41,0.0221,US,Midwest,True,True,2026-01-14 04:06:30.566871,False,,,61.75,DECLINE,High-risk industry: Cryptocurrency; New business: 30 days; Elevated chargeback rate: 2.21%
MERCH_00002816,Prime Mart,Retail,1.0,LLC,30,74497.74,0.049,Other,International,True,True,2026-01-14 04:06:30.566997,False,,,41.7,REVIEW,New business: 30 days; Elevated chargeback rate: 4.90%
MERCH_00002817,Prime Online,E-commerce,1.3,LLC,1244,11030.38,0.0,DE,International,True,True,2022-09-18 04:06:30.567125,False,,,20.56,APPROVE,
MERCH_00002818,Smart Web,E-commerce,1.3,LLC,53,500000.0,0.0227,US,Northeast,True,False,2025-12-22 04:06:30.567268,False,,,41.56,REVIEW,New business: 53 days; Elevated chargeback rate: 2.27%
MERCH_00002819,Tech Co,Digital Goods,1.8,Sole Proprietorship,941,160956.73,0.027,Other,International,False,True,2023-07-18 04:06:30.567541,False,,,41.07,REVIEW,Elevated chargeback rate: 2.70%; No website presence
MERCH_00002820,Web LLC,E-commerce,1.3,Partnership,30,76731.15,0.0061,US,West,False,True,2026-01-14 04:06:30.567833,False,,,30.81,REVIEW,New business: 30 days; No website presence
MERCH_00002821,Smart Consulting,Services,1.1,Sole Proprietorship,251,25604.81,0.0191,US,Northeast,False,True,2025-06-07 04:06:30.568113,False,,,32.9,REVIEW,No website presence
MERCH_00002822,Advanced Trips,Travel,1.5,LLC,516,10263.33,0.0028,CA,Quebec,True,True,2024-09-15 04:06:30.568532,False,,,23.46,APPROVE,
MERCH_00002823,First Care,Services,1.1,LLC,656,84405.96,0.01,GB,International,True,True,2024-04-28 04:06:30.568740,False,,,25.15,APPROVE,
MERCH_00002824,Gaming Corp,Gambling,2.5,Corporation,164,18619.49,0.0258,US,Northeast,True,True,2025-09-02 04:06:30.568928,False,,,53.99,REVIEW,High-risk industry: Gambling; Elevated chargeback rate: 2.58%
MERCH_00002825,Prime Support Services,Services,1.1,LLC,234,43499.16,0.0,GB,International,True,True,2025-06-24 04:06:30.569098,False,,,19.9,APPROVE,
MERCH_00002826,Voyages Services,Travel,1.5,Corporation,803,5000.0,0.0248,US,West,True,True,2023-12-03 04:06:30.569239,False,,,37.71,REVIEW,Elevated chargeback rate: 2.48%
MERCH_00002827,Elite Destinations,Travel,1.5,Sole Proprietorship,554,5000.0,0.0143,US,Midwest,True,False,2024-08-08 04:06:30.569378,False,,,33.96,REVIEW,
MERCH_00002828,Elite Cafe,Food & Beverage,0.9,LLC,239,53256.46,0.0196,US,Southeast,True,False,2025-06-19 04:06:30.569514,False,,,25.5,APPROVE,
MERCH_00002829,Elite Block,Cryptocurrency,3.0,Sole Proprietorship,223,59224.72,0.0143,CA,Quebec,False,True,2025-07-05 04:06:30.569653,False,,,50.5,REVIEW,High-risk industry: Cryptocurrency; No website presence
MERCH_00002830,Global Market Ltd,Retail,1.0,Sole Proprietorship,739,38584.93,0.0046,CA,BC,True,True,2024-02-05 04:06:30.569804,False,,,13.7,APPROVE,
MERCH_00002831,Prime Consulting Solutions,Services,1.1,LLC,352,382909.77,0.0023,US,Southeast,False,True,2025-02-26 04:06:30.569951,False,,,17.9,APPROVE,No website presence
MERCH_00002832,Pro Store,Retail,1.0,Corporation,289,39578.22,0.0555,US,Southwest,False,True,2025-04-30 04:06:30.570090,False,,,42.2,REVIEW,Elevated chargeback rate: 5.55%; No website presence
MERCH_00002833,Destinations Corp,Travel,1.5,LLC,766,36046.87,0.0249,US,Midwest,True,True,2024-01-09 04:06:30.570227,False,,,32.71,REVIEW,Elevated chargeback rate: 2.49%
MERCH_00002834,Prime Web Co,E-commerce,1.3,LLC,92,47828.46,0.0004,US,Southwest,True,True,2025-11-13 04:06:30.570373,False,,,21.31,APPROVE,
MERCH_00002835,Advanced Software,Digital Goods,1.8,LLC,170,22867.31,0.0,US,Southeast,True,False,2025-08-27 04:06:30.570508,False,,,32.07,REVIEW,
MERCH_00002836,Software Inc,Digital Goods,1.8,Sole Proprietorship,1684,29395.49,0.0161,US,Northeast,False,True,2021-07-05 04:06:30.570644,False,,,35.82,REVIEW,No website presence
MERCH_00002837,Market Ltd,Retail,1.0,Partnership,78,500000.0,0.0,US,Southeast,True,False,2025-11-27 04:06:30.570779,False,,,22.45,APPROVE,New business: 78 days
MERCH_00002838,Voyages Inc,Travel,1.5,Sole Proprietorship,502,10784.09,0.0197,US,Northeast,True,False,2024-09-29 04:06:30.570915,False,,,33.96,REVIEW,
MERCH_00002839,Smart Casino Solutions,Gambling,2.5,Partnership,279,49346.76,0.0327,US,West,False,True,2025-05-10 04:06:30.571061,False,,,47.49,REVIEW,High-risk industry: Gambling; Elevated chargeback rate: 3.27%; No website presence
MERCH_00002840,Apps Inc,Digital Goods,1.8,Sole Proprietorship,297,12345.12,0.02,US,West,True,True,2025-04-22 04:06:30.571196,False,,,44.32,REVIEW,Elevated chargeback rate: 2.00%
MERCH_00002841,First Crypto Inc,Cryptocurrency,3.0,LLC,104,27477.46,0.0259,US,Midwest,True,True,2025-11-01 04:06:30.571341,False,,,58.75,REVIEW,High-risk industry: Cryptocurrency; Elevated chargeback rate: 2.59%
MERCH_00002842,Mart Services,Retail,1.0,Partnership,33,40867.25,0.008,US,Midwest,True,True,2026-01-11 04:06:30.571478,False,,,26.45,APPROVE,New business: 33 days
MERCH_00002843,Elite Virtual Inc,E-commerce,1.3,Corporation,822,18467.42,0.0,GB,International,True,False,2023-11-14 04:06:30.571616,False,,,21.56,APPROVE,
MERCH_00002844,Store LLC,Retail,1.0,Sole Proprietorship,495,130363.02,0.003,US,Southeast,False,True,2024-10-06 04:06:30.571754,False,,,14.7,APPROVE,No website presence
MERCH_00002845,Advanced Gaming,Gambling,2.5,Sole Proprietorship,677,12722.41,0.0081,GB,International,True,False,2024-04-07 04:06:30.571883,False,,,39.49,REVIEW,High-risk industry: Gambling
MERCH_00002846,Superior Cyber Solutions,E-commerce,1.3,Corporation,53,10786.97,0.0,US,Southwest,True,True,2025-12-22 04:06:30.572031,False,,,29.31,APPROVE,New business: 53 days
MERCH_00002847,Superior Digital,Digital Goods,2.7,LLC,909,258938.49646086735,0.02655,US,Southwest,True,True,2023-08-19 04:06:30.572168,True,transaction_laundering,,46.64,REVIEW,High-risk industry: Digital Goods; Elevated chargeback rate: 2.66%
MERCH_00002848,Journeys Solutions,Travel,1.5,Sole Proprietorship,427,34279.34,0.0296,DE,International,True,True,2024-12-13 04:06:30.572294,False,,,35.21,REVIEW,Elevated chargeback rate: 2.96%
MERCH_00002849,First Cyber,E-commerce,1.3,LLC,391,65047.39,0.0,US,Northeast,True,False,2025-01-18 04:06:30.572428,False,,,19.56,APPROVE,
MERCH_00002850,First Eats Ltd,Food & Beverage,0.9,Corporation,127,26289.16,0.0014,US,Northeast,True,True,2025-10-09 04:06:30.572575,False,,,22.5,APPROVE,
MERCH_00002851,Eats Services,Food & Beverage,0.9,LLC,132,69115.31,0.0239,US,Southeast,True,True,2025-10-04 04:06:30.572712,False,,,33.75,REVIEW,Elevated chargeback rate: 2.39%
MERCH_00002852,Advisory Inc,Services,1.1,LLC,882,15014.3,0.0208,US,Southeast,True,False,2023-09-15 04:06:30.572849,False,,,34.9,REVIEW,Elevated chargeback rate: 2.08%
MERCH_00002853,Digital Group,E-commerce,1.3,Corporation,264,12768.68,0.0202,GB,International,True,True,2025-05-25 04:06:30.572975,False,,,40.56,REVIEW,Elevated chargeback rate: 2.02%
MERCH_00002854,Global Software,Digital Goods,1.8,Corporation,485,12779.0,0.0,US,Midwest,True,True,2024-10-16 04:06:30.573110,False,,,20.82,APPROVE,
MERCH_00002855,Global Care,Services,1.1,Sole Proprietorship,30,144223.89,0.0157,US,Northeast,True,False,2026-01-14 04:06:30.573254,False,,,33.4,REVIEW,New business: 30 days
MERCH_00002856,Apps LLC,Digital Goods,1.8,LLC,82,53639.84,0.0249,US,Midwest,True,True,2025-11-23 04:06:30.573398,False,,,47.82,REVIEW,New business: 82 days; Elevated chargeback rate: 2.49%
MERCH_00002857,Bistro Co,Food & Beverage,0.9,LLC,33,43897.98,0.0383,US,Midwest,True,True,2026-01-11 04:06:30.573536,False,,,38.25,REVIEW,New business: 33 days; Elevated chargeback rate: 3.83%
MERCH_00002858,Pro Casino Solutions,Gambling,2.5,Sole Proprietorship,72,8140.82,0.0204,GB,International,False,False,2025-12-03 04:06:30.573671,False,,,60.49,DECLINE,High-risk industry: Gambling; New business: 72 days; Elevated chargeback rate: 2.04%; No website presence
MERCH_00002859,Pro Virtual Co,E-commerce,1.3,LLC,89,5000.0,0.0482,US,Northeast,True,False,2025-11-13 04:06:30.573816,True,shell_company,,46.56,REVIEW,New business: 89 days; Elevated chargeback rate: 4.82%
MERCH_00002860,Superior Store LLC,Retail,1.0,LLC,308,37605.86,0.0207,US,Midwest,True,True,2025-04-11 04:06:30.573961,False,,,34.2,REVIEW,Elevated chargeback rate: 2.07%
MERCH_00002861,Superior Destinations Corp,Travel,1.5,Sole Proprietorship,757,24526.16,0.059,US,Midwest,True,True,2024-01-18 04:06:30.574109,False,,,37.71,REVIEW,Elevated chargeback rate: 5.90%
MERCH_00002862,First Voyages LLC,Travel,1.5,Sole Proprietorship,81,5000.0,0.0345,US,Southeast,False,True,2025-11-24 04:06:30.574255,False,,,48.96,REVIEW,New business: 81 days; Elevated chargeback rate: 3.45%; No website presence
MERCH_00002863,Advanced Journeys,Travel,1.5,LLC,719,410005.05,0.0237,DE,International,True,True,2024-02-25 04:06:30.574382,False,,,35.21,REVIEW,Elevated chargeback rate: 2.37%
MERCH_00002864,Prime Journeys,Travel,1.5,LLC,262,25846.07,0.0188,US,Midwest,False,False,2025-05-27 04:06:30.574516,False,,,37.71,REVIEW,No website presence
MERCH_00002865,Smart Support Ltd,Services,1.1,Sole Proprietorship,255,20856.11,0.0117,US,Northeast,True,True,2025-06-03 04:06:30.574662,False,,,26.4,APPROVE,
MERCH_00002866,Prime Software Inc,Digital Goods,1.8,Sole Proprietorship,221,59234.89,0.0,US,Northeast,False,False,2025-07-07 04:06:30.574811,False,,,25.57,APPROVE,No website presence
MERCH_00002867,Web Corp,E-commerce,1.3,Partnership,1855,238069.91,0.0208,US,Midwest,False,True,2021-01-15 04:06:30.574949,False,,,32.31,REVIEW,Elevated chargeback rate: 2.08%; No website presence
MERCH_00002868,Smart Care,Services,1.1,Sole Proprietorship,153,500000.0,0.0,US,Midwest,True,True,2025-09-13 04:06:30.575083,False,,,20.9,APPROVE,
MERCH_00002869,Smart Voyages,Travel,1.5,Partnership,858,296320.14,0.0,US,Midwest,False,True,2023-10-09 04:06:30.575220,False,,,19.46,APPROVE,No website presence
MERCH_00002870,Advisory Group,Services,1.1,Partnership,65,170863.54,0.0022,CA,BC,True,False,2024-11-18 04:06:30.575356,True,shell_company,,26.4,APPROVE,New business: 65 days
MERCH_00002871,Journeys Ltd,Travel,1.5,Sole Proprietorship,30,136509.01,0.0003,US,Midwest,True,True,2026-01-14 04:06:30.575492,False,,,26.21,APPROVE,New business: 30 days
MERCH_00002872,Digital LLC,E-commerce,1.3,LLC,266,500000.0,0.0141,US,Southwest,True,False,2025-05-23 04:06:30.575629,False,,,29.31,APPROVE,
MERCH_00002873,Elite Journeys,Travel,1.5,Sole Proprietorship,261,14503.41,0.0445,CA,Ontario,True,True,2025-05-28 04:06:30.575768,False,,,41.96,REVIEW,Elevated chargeback rate: 4.45%
MERCH_00002874,Superior Digital,Digital Goods,1.8,Sole Proprietorship,30,38073.51,0.0,US,Northeast,True,False,2026-01-14 04:06:30.575904,False,,,32.57,REVIEW,New business: 30 days
MERCH_00002875,Advanced Care Group,Services,1.1,Sole Proprietorship,51,68656.14,0.0,US,Northeast,True,True,2025-12-24 04:06:30.576051,False,,,23.9,APPROVE,New business: 51 days
MERCH_00002876,Global Virtual Services,E-commerce,1.3,Partnership,347,196262.64781026353,0.0,US,Southeast,True,False,2025-02-04 04:06:30.576199,True,bustout,,23.31,APPROVE,
MERCH_00002877,Superior Journeys Services,Travel,1.5,Sole Proprietorship,377,21458.7,0.0208,GB,International,True,True,2025-02-01 04:06:30.576335,False,,,40.21,REVIEW,Elevated chargeback rate: 2.08%
MERCH_00002878,Consulting Co,Services,1.1,Partnership,272,36806.44,0.0081,US,Southwest,False,True,2025-05-17 04:06:30.576477,False,,,22.9,APPROVE,No website presence
MERCH_00002879,Online LLC,E-commerce,1.3,Corporation,621,37022.48,0.0,US,Southeast,False,True,2024-06-02 04:06:30.576611,False,,,19.06,APPROVE,No website presence
MERCH_00002880,Elite Digital,E-commerce,1.3,LLC,139,5990.11,0.0596,US,Northeast,True,False,2025-09-27 04:06:30.576749,False,,,48.56,REVIEW,Elevated chargeback rate: 5.96%
MERCH_00002881,Trips Ltd,Travel,1.5,LLC,100,136898.46,0.0,US,Midwest,False,False,2025-11-05 04:06:30.576885,False,,,27.21,APPROVE,No website presence
MERCH_00002882,First Online,E-commerce,1.3,Corporation,89,500000.0,0.0141,Other,International,True,True,2025-11-16 04:06:30.577011,False,,,38.31,REVIEW,New business: 89 days
MERCH_00002883,Pro Support Co,Services,1.1,LLC,35,108877.54,0.014,US,Northeast,True,True,2026-01-09 04:06:30.577161,False,,,32.4,REVIEW,New business: 35 days
MERCH_00002884,Cafe Co,Food & Beverage,0.9,LLC,127,167852.27,0.0388,US,Southeast,True,True,2025-10-09 04:06:30.577297,False,,,35.25,REVIEW,Elevated chargeback rate: 3.88%
MERCH_00002885,Elite Software Solutions,Digital Goods,1.8,Sole Proprietorship,162,5000.0,0.0359,US,Southwest,True,True,2025-09-04 04:06:30.577446,False,,,47.32,REVIEW,Elevated chargeback rate: 3.59%
MERCH_00002886,Superior Digital Inc,E-commerce,1.3,Sole Proprietorship,609,39385.31,0.0253,GB,International,True,False,2024-06-14 04:06:30.577584,False,,,34.31,REVIEW,Elevated chargeback rate: 2.53%
MERCH_00002887,First Chain Services,Cryptocurrency,3.0,Corporation,224,5000.0,0.0,US,Southwest,True,False,2025-07-04 04:06:30.577730,False,,,40.5,REVIEW,High-risk industry: Cryptocurrency
MERCH_00002888,Consulting Co,Services,1.1,LLC,30,113090.06,0.0,US,Midwest,True,True,2026-01-14 04:06:30.577866,False,,,22.4,APPROVE,New business: 30 days
MERCH_00002889,Global Market Ltd,Retail,1.0,Sole Proprietorship,361,88174.46,0.0119,US,Northeast,True,False,2025-02-17 04:06:30.578012,False,,,26.45,APPROVE,
MERCH_00002890,Advanced Casino Inc,Gambling,2.5,Sole Proprietorship,67,127975.76,0.0151,US,West,True,True,2025-12-08 04:06:30.578159,False,,,48.24,REVIEW,High-risk industry: Gambling; New business: 67 days
MERCH_00002891,Superior Consulting Solutions,Services,1.1,LLC,1203,7076.86,0.0363,US,Southwest,True,True,2022-10-29 04:06:30.578306,False,,,33.9,REVIEW,Elevated chargeback rate: 3.63%
MERCH_00002892,Shop Solutions,Retail,1.0,LLC,68,88979.87,0.0327,US,Midwest,True,True,2025-12-07 04:06:30.578442,False,,,37.7,REVIEW,New business: 68 days; Elevated chargeback rate: 3.27%
MERCH_00002893,Bistro LLC,Food & Beverage,0.9,LLC,198,18379.67,0.0051,CA,BC,True,True,2025-07-30 04:06:30.578578,False,,,25.0,APPROVE,
MERCH_00002894,Global Kitchen Co,Food & Beverage,0.9,Corporation,1223,260395.71,0.0,US,Southeast,True,False,2022-10-09 04:06:30.578724,False,,,11.75,APPROVE,
MERCH_00002895,Elite Software Co,Digital Goods,1.8,Sole Proprietorship,351,485171.3,0.0,US,West,False,True,2025-02-27 04:06:30.578875,False,,,24.57,APPROVE,No website presence
MERCH_00002896,Global Cafe,Food & Beverage,0.9,Corporation,385,5000.0,0.0,US,Southwest,False,True,2025-01-24 04:06:30.579023,False,,,18.75,APPROVE,No website presence
MERCH_00002897,Pro Cafe Corp,Food & Beverage,0.9,LLC,249,183711.43,0.0,DE,International,True,False,2025-06-09 04:06:30.579162,False,,,18.0,APPROVE,
MERCH_00002898,Smart Mart Ltd,Retail,1.0,LLC,683,224047.05,0.0153,US,West,False,False,2024-04-01 04:06:30.579310,False,,,25.7,APPROVE,No website presence
MERCH_00002899,Prime Cafe,Food & Beverage,0.9,LLC,86,72583.15,0.0192,US,Midwest,True,True,2025-11-19 04:06:30.579449,False,,,30.5,REVIEW,New business: 86 days
MERCH_00002900,Advisory LLC,Services,1.1,LLC,145,500000.0,0.0109,US,Northeast,False,True,2025-09-21 04:06:30.579589,False,,,30.9,REVIEW,No website presence
MERCH_00002901,Bistro Solutions,Food & Beverage,0.9,Sole Proprietorship,155,132965.02,0.0321,US,Southwest,True,True,2025-09-11 04:06:30.579727,False,,,33.75,REVIEW,Elevated chargeback rate: 3.21%
MERCH_00002902,Eats Corp,Food & Beverage,0.9,Sole Proprietorship,1432,32346.05,0.0071,CA,Quebec,True,True,2022-03-14 04:06:30.579867,False,,,21.25,APPROVE,
MERCH_00002903,Prime Support Co,Services,1.1,Sole Proprietorship,31,8765.81,0.066,US,Midwest,False,False,2023-12-01 04:06:30.580021,True,shell_company,,51.15,REVIEW,New business: 31 days; Elevated chargeback rate: 6.60%; No website presence
MERCH_00002904,Pro Trips,Travel,1.5,Sole Proprietorship,36,23205.22,0.0215,CA,Ontario,True,False,2026-01-08 04:06:30.580162,False,,,48.96,REVIEW,New business: 36 days; Elevated chargeback rate: 2.15%
MERCH_00002905,First Consulting Solutions,Services,1.1,LLC,1507,500000.0,0.0271,FR,International,True,True,2021-12-29 04:06:30.580299,False,,,30.4,REVIEW,Elevated chargeback rate: 2.71%
MERCH_00002906,Pro Gaming LLC,Gambling,2.5,LLC,50,389568.02,0.0173,CA,Prairies,False,True,2025-12-25 04:06:30.580448,False,,,47.74,REVIEW,High-risk industry: Gambling; New business: 50 days; No website presence
MERCH_00002907,Elite Apps,Digital Goods,1.8,LLC,601,219920.18,0.0188,US,Southwest,True,True,2024-06-22 04:06:30.580585,False,,,33.32,REVIEW,
MERCH_00002908,Superior Web,E-commerce,1.3,LLC,336,16596.83,0.0,US,Southwest,False,False,2025-03-14 04:06:30.580722,False,,,25.81,APPROVE,No website presence
MERCH_00002909,Pro Store,Retail,1.0,LLC,157,112846.97,0.0325,US,Midwest,True,True,2025-09-09 04:06:30.580861,False,,,34.7,REVIEW,Elevated chargeback rate: 3.25%
MERCH_00002910,Advanced Coin,Cryptocurrency,3.0,LLC,57,55877.32,0.0011,GB,International,False,True,2025-12-18 04:06:30.580987,False,,,43.0,REVIEW,High-risk industry: Cryptocurrency; New business: 57 days; No website presence
MERCH_00002911,Online Solutions,E-commerce,1.9500000000000002,Corporation,48,1083614.0782124188,0.0,US,Southwest,True,True,2025-12-27 04:06:30.581121,True,transaction_laundering,,33.0,REVIEW,New business: 48 days
MERCH_00002912,Superior Dining Ltd,Food & Beverage,0.9,Sole Proprietorship,30,67226.16,0.0408,CA,Ontario,True,False,2026-01-14 04:06:30.581273,False,,,38.25,REVIEW,New business: 30 days; Elevated chargeback rate: 4.08%
MERCH_00002913,Smart Tech Corp,Digital Goods,1.8,LLC,79,40552.76,0.0326,US,Midwest,True,True,2025-11-26 04:06:30.581420,False,,,45.32,REVIEW,New business: 79 days; Elevated chargeback rate: 3.26%
MERCH_00002914,Store Solutions,Retail,1.0,LLC,355,27693.34,0.0039,US,Northeast,True,True,2025-02-23 04:06:30.581555,False,,,20.45,APPROVE,
MERCH_00002915,Superior Care Inc,Services,1.1,Corporation,574,9012.38,0.0469,US,Southwest,True,True,2024-07-19 04:06:30.581700,False,,,35.4,REVIEW,Elevated chargeback rate: 4.69%
MERCH_00002916,Cyber Co,E-commerce,1.3,LLC,698,157776.18,0.0055,DE,International,False,False,2024-03-17 04:06:30.581828,False,,,26.06,APPROVE,No website presence
MERCH_00002917,First Market Services,Retail,1.0,LLC,1151,68499.53,0.0199,GB,International,True,True,2022-12-20 04:06:30.581968,False,,,26.7,APPROVE,
MERCH_00002918,Kitchen LLC,Food & Beverage,0.9,Partnership,188,157588.42,0.0147,US,Southwest,False,False,2025-08-09 04:06:30.582111,False,,,28.5,APPROVE,No website presence
MERCH_00002919,Advanced Advisory Co,Services,1.1,Sole Proprietorship,140,8223.19,0.0211,Other,International,True,True,2025-09-26 04:06:30.582249,False,,,44.65,REVIEW,Elevated chargeback rate: 2.11%
MERCH_00002920,Smart Digital Services,E-commerce,1.3,LLC,56,5000.0,0.0454,US,Southeast,False,False,2025-12-19 04:06:30.582396,False,,,48.06,REVIEW,New business: 56 days; Elevated chargeback rate: 4.54%; No website presence
MERCH_00002921,Trips Ltd,Travel,1.5,LLC,147,213780.07,0.0,US,Southwest,True,True,2025-09-19 04:06:30.582532,False,,,23.21,APPROVE,
MERCH_00002922,Prime Voyages Services,Travel,1.5,LLC,1224,500000.0,0.0,US,Southeast,True,True,2022-10-08 04:06:30.582679,False,,,16.46,APPROVE,
MERCH_00002923,Smart Tech,Digital Goods,1.8,Partnership,273,13065.02,0.039,US,Southwest,True,True,2025-05-16 04:06:30.582816,False,,,44.32,REVIEW,Elevated chargeback rate: 3.90%
MERCH_00002924,Global Journeys,Travel,1.5,Sole Proprietorship,678,12290.67,0.0192,GB,International,True,True,2024-04-06 04:06:30.582946,False,,,33.96,REVIEW,
MERCH_00002925,Pro Bistro Services,Food & Beverage,0.9,LLC,142,386803.47,0.0,US,West,True,True,2025-09-24 04:06:30.583205,False,,,17.5,APPROVE,
MERCH_00002926,Prime Consulting Corp,Services,1.1,Corporation,65,110565.52,0.0176,US,Northeast,True,False,2025-12-10 04:06:30.583639,False,,,37.4,REVIEW,New business: 65 days
MERCH_00002927,Global Shop Group,Retail,1.0,LLC,398,33126.49,0.0,US,Southwest,True,True,2025-01-11 04:06:30.583809,False,,,13.2,APPROVE,
MERCH_00002928,Superior Cafe,Food & Beverage,0.9,LLC,1210,5000.0,0.013,US,Northeast,True,False,2022-10-22 04:06:30.583951,False,,,26.75,APPROVE,
