merchant_id,risk_score,decision,industry_risk,business_age_risk,chargeback_risk,velocity_risk,geographic_risk,pattern_risk,risk_factors,scored_at
MERCH_00002855,33.4,REVIEW,9.523809523809526,80,50,20,30,0,New business: 30 days,2026-02-13 04:11:58.571596
MERCH_00002856,47.82,REVIEW,42.857142857142854,80,75,20,20,25,New business: 82 days; Elevated chargeback rate: 2.49%,2026-02-13 04:11:58.625545
MERCH_00002857,38.25,REVIEW,0.0,80,75,20,20,15,New business: 33 days; Elevated chargeback rate: 3.83%,2026-02-13 04:11:58.686937
MERCH_00002858,60.49,DECLINE,76.19047619047619,80,75,20,55,50,High-risk industry: Gambling; New business: 72 days; Elevated chargeback rate: 2.04%; No website presence,2026-02-13 04:11:58.734756
MERCH_00002859,46.56,REVIEW,19.047619047619047,80,75,20,30,50,New business: 89 days; Elevated chargeback rate: 4.82%,2026-02-13 04:11:58.780428
MERCH_00002860,34.2,REVIEW,4.761904761904761,40,75,20,20,25,Elevated chargeback rate: 2.07%,2026-02-13 04:11:58.831259
MERCH_00002861,37.71,REVIEW,28.57142857142857,15,95,20,20,0,Elevated chargeback rate: 5.90%,2026-02-13 04:11:58.885168
MERCH_00002862,48.96,REVIEW,28.57142857142857,80,75,20,35,50,New business: 81 days; Elevated chargeback rate: 3.45%; No website presence,2026-02-13 04:11:58.931405
MERCH_00002863,35.21,REVIEW,28.57142857142857,25,75,20,30,0,Elevated chargeback rate: 2.37%,2026-02-13 04:11:58.987253
MERCH_00002864,37.71,REVIEW,28.57142857142857,40,50,20,45,50,No website presence,2026-02-13 04:11:59.035288
MERCH_00002865,26.4,APPROVE,9.523809523809526,40,50,20,20,0,,2026-02-13 04:11:59.089099
MERCH_00002866,25.57,APPROVE,42.857142857142854,40,10,20,45,0,No website presence,2026-02-13 04:11:59.141457
MERCH_00002867,32.31,REVIEW,19.047619047619047,15,75,20,35,0,Elevated chargeback rate: 2.08%; No website presence,2026-02-13 04:11:59.189085
MERCH_00002868,20.9,APPROVE,9.523809523809526,60,10,20,20,15,,2026-02-13 04:11:59.237569
MERCH_00002869,19.46,APPROVE,28.57142857142857,15,10,20,35,15,No website presence,2026-02-13 04:11:59.290407
MERCH_00002870,26.4,APPROVE,9.523809523809526,80,10,20,35,25,New business: 65 days,2026-02-13 04:11:59.345768
MERCH_00002871,26.21,APPROVE,28.57142857142857,80,10,20,20,0,New business: 30 days,2026-02-13 04:11:59.405483
MERCH_00002872,29.31,APPROVE,19.047619047619047,40,50,20,30,0,,2026-02-13 04:11:59.461108
MERCH_00002873,41.96,REVIEW,28.57142857142857,40,75,20,25,50,Elevated chargeback rate: 4.45%,2026-02-13 04:11:59.524076
MERCH_00002874,32.57,REVIEW,42.857142857142854,80,10,20,30,25,New business: 30 days,2026-02-13 04:11:59.586844
MERCH_00002875,23.9,APPROVE,9.523809523809526,80,10,20,20,15,New business: 51 days,2026-02-13 04:11:59.636694
MERCH_00002876,23.31,APPROVE,19.047619047619047,40,10,20,30,40,,2026-02-13 04:11:59.694478
MERCH_00002877,40.21,REVIEW,28.57142857142857,25,75,20,30,50,Elevated chargeback rate: 2.08%,2026-02-13 04:11:59.742281
MERCH_00002878,22.9,APPROVE,9.523809523809526,40,30,20,35,0,No website presence,2026-02-13 04:11:59.793904
MERCH_00002879,19.06,APPROVE,19.047619047619047,25,10,20,35,15,No website presence,2026-02-13 04:11:59.841187
MERCH_00002880,48.56,REVIEW,19.047619047619047,60,95,20,30,50,Elevated chargeback rate: 5.96%,2026-02-13 04:11:59.887890
MERCH_00002881,27.21,APPROVE,28.57142857142857,60,10,20,45,15,No website presence,2026-02-13 04:11:59.943494
MERCH_00002882,38.31,REVIEW,19.047619047619047,80,50,20,60,0,New business: 89 days,2026-02-13 04:11:59.997749
MERCH_00002883,32.4,REVIEW,9.523809523809526,80,50,20,20,0,New business: 35 days,2026-02-13 04:12:00.047346
MERCH_00002884,35.25,REVIEW,0.0,60,75,20,20,15,Elevated chargeback rate: 3.88%,2026-02-13 04:12:00.099052
MERCH_00002885,47.32,REVIEW,42.857142857142854,60,75,20,20,50,Elevated chargeback rate: 3.59%,2026-02-13 04:12:00.151426
MERCH_00002886,34.31,REVIEW,19.047619047619047,25,75,20,40,0,Elevated chargeback rate: 2.53%,2026-02-13 04:12:00.196280
MERCH_00002887,40.5,REVIEW,100.0,40,10,20,30,50,High-risk industry: Cryptocurrency,2026-02-13 04:12:00.243984
MERCH_00002888,22.4,APPROVE,9.523809523809526,80,10,20,20,0,New business: 30 days,2026-02-13 04:12:00.303338
MERCH_00002889,26.45,APPROVE,4.761904761904761,40,50,20,30,0,,2026-02-13 04:12:00.355385
MERCH_00002890,48.24,REVIEW,76.19047619047619,80,50,20,20,25,High-risk industry: Gambling; New business: 67 days,2026-02-13 04:12:00.401694
MERCH_00002891,33.9,REVIEW,9.523809523809526,15,75,20,20,50,Elevated chargeback rate: 3.63%,2026-02-13 04:12:00.453342
MERCH_00002892,37.7,REVIEW,4.761904761904761,80,75,20,20,0,New business: 68 days; Elevated chargeback rate: 3.27%,2026-02-13 04:12:00.508036
MERCH_00002893,25.0,APPROVE,0.0,40,30,20,25,50,,2026-02-13 04:12:00.557874
MERCH_00002894,11.75,APPROVE,0.0,15,10,20,30,0,,2026-02-13 04:12:00.610462
MERCH_00002895,24.57,APPROVE,42.857142857142854,40,10,20,35,0,No website presence,2026-02-13 04:12:00.662789
MERCH_00002896,18.75,APPROVE,0.0,25,10,20,35,50,No website presence,2026-02-13 04:12:00.713606
MERCH_00002897,18.0,APPROVE,0.0,40,10,20,40,15,,2026-02-13 04:12:00.768071
MERCH_00002898,25.7,APPROVE,4.761904761904761,25,50,20,45,0,No website presence,2026-02-13 04:12:00.820213
MERCH_00002899,30.5,REVIEW,0.0,80,50,20,20,0,New business: 86 days,2026-02-13 04:12:00.873131
MERCH_00002900,30.9,REVIEW,9.523809523809526,60,50,20,35,0,No website presence,2026-02-13 04:12:00.925391
MERCH_00002901,33.75,REVIEW,0.0,60,75,20,20,0,Elevated chargeback rate: 3.21%,2026-02-13 04:12:00.977889
MERCH_00002902,21.25,APPROVE,0.0,15,30,20,25,50,,2026-02-13 04:12:01.026646
MERCH_00002903,51.15,REVIEW,9.523809523809526,80,95,20,45,50,New business: 31 days; Elevated chargeback rate: 6.60%; No website presence,2026-02-13 04:12:01.077805
MERCH_00002904,48.96,REVIEW,28.57142857142857,80,75,20,35,50,New business: 36 days; Elevated chargeback rate: 2.15%,2026-02-13 04:12:01.127409
MERCH_00002905,30.4,REVIEW,9.523809523809526,15,75,20,35,0,Elevated chargeback rate: 2.71%,2026-02-13 04:12:01.181684
MERCH_00002906,47.74,REVIEW,76.19047619047619,80,50,20,40,0,High-risk industry: Gambling; New business: 50 days; No website presence,2026-02-13 04:12:01.234294
MERCH_00002907,33.32,REVIEW,42.857142857142854,25,50,20,20,25,,2026-02-13 04:12:01.288838
MERCH_00002908,25.81,APPROVE,19.047619047619047,40,10,20,45,50,No website presence,2026-02-13 04:12:01.339397
MERCH_00002909,34.7,REVIEW,4.761904761904761,60,75,20,20,0,Elevated chargeback rate: 3.25%,2026-02-13 04:12:01.393341
MERCH_00002910,43.0,REVIEW,100.0,80,10,20,45,0,High-risk industry: Cryptocurrency; New business: 57 days; No website presence,2026-02-13 04:12:01.447355
MERCH_00002911,33.0,REVIEW,50.000000000000014,80,10,20,20,25,New business: 48 days,2026-02-13 04:12:01.504291
MERCH_00002912,38.25,REVIEW,0.0,80,75,20,35,0,New business: 30 days; Elevated chargeback rate: 4.08%,2026-02-13 04:12:01.554027
MERCH_00002913,45.32,REVIEW,42.857142857142854,80,75,20,20,0,New business: 79 days; Elevated chargeback rate: 3.26%,2026-02-13 04:12:01.606148
MERCH_00002914,20.45,APPROVE,4.761904761904761,40,10,20,20,50,,2026-02-13 04:12:01.657434
MERCH_00002915,35.4,REVIEW,9.523809523809526,25,75,20,20,50,Elevated chargeback rate: 4.69%,2026-02-13 04:12:01.708185
MERCH_00002916,26.06,APPROVE,19.047619047619047,25,30,20,55,15,No website presence,2026-02-13 04:12:01.761760
MERCH_00002917,26.7,APPROVE,4.761904761904761,15,50,20,30,40,,2026-02-13 04:12:01.807040
MERCH_00002918,28.5,APPROVE,0.0,40,50,20,45,15,No website presence,2026-02-13 04:12:01.856430
MERCH_00002919,44.65,REVIEW,9.523809523809526,60,75,20,60,50,Elevated chargeback rate: 2.11%,2026-02-13 04:12:01.905342
MERCH_00002920,48.06,REVIEW,19.047619047619047,80,75,20,45,50,New business: 56 days; Elevated chargeback rate: 4.54%; No website presence,2026-02-13 04:12:01.958704
MERCH_00002921,23.21,APPROVE,28.57142857142857,60,10,20,20,0,,2026-02-13 04:12:02.011446
MERCH_00002922,16.46,APPROVE,28.57142857142857,15,10,20,20,0,,2026-02-13 04:12:02.066564
MERCH_00002923,44.32,REVIEW,42.857142857142854,40,75,20,20,50,Elevated chargeback rate: 3.90%,2026-02-13 04:12:02.116401
MERCH_00002924,33.96,REVIEW,28.57142857142857,25,50,20,30,50,,2026-02-13 04:12:02.163542
MERCH_00002925,17.5,APPROVE,0.0,60,10,20,20,0,,2026-02-13 04:12:02.217011
MERCH_00002926,37.4,REVIEW,9.523809523809526,80,50,20,30,40,New business: 65 days,2026-02-13 04:12:02.269292
MERCH_00002927,13.2,APPROVE,4.761904761904761,25,10,20,20,0,,2026-02-13 04:12:02.322123
MERCH_00002928,26.75,APPROVE,0.0,15,50,20,30,50,,2026-02-13 04:12:02.376951
MERCH_00002929,20.5,APPROVE,0.0,40,10,20,30,50,,2026-02-13 04:12:02.429514
MERCH_00002930,21.7,APPROVE,4.761904761904761,25,10,20,55,50,No website presence,2026-02-13 04:12:02.475781
MERCH_00002931,38.2,REVIEW,4.761904761904761,80,75,20,25,0,New business: 53 days; Elevated chargeback rate: 3.86%,2026-02-13 04:12:02.525737
MERCH_00002932,32.71,REVIEW,28.57142857142857,15,75,20,20,0,Elevated chargeback rate: 4.98%,2026-02-13 04:12:02.574833
MERCH_00002933,44.15,REVIEW,9.523809523809526,80,95,20,25,0,New business: 38 days; Elevated chargeback rate: 5.96%,2026-02-13 04:12:02.623220
MERCH_00002934,24.9,APPROVE,9.523809523809526,80,10,20,45,0,New business: 30 days; No website presence,2026-02-13 04:12:02.666817
MERCH_00002935,35.7,REVIEW,4.761904761904761,40,75,20,35,25,Elevated chargeback rate: 3.15%; No website presence,2026-02-13 04:12:02.712191
MERCH_00002936,15.45,APPROVE,4.761904761904761,40,10,20,20,0,,2026-02-13 04:12:02.763756
MERCH_00002937,22.96,APPROVE,28.57142857142857,25,30,20,20,0,,2026-02-13 04:12:02.811005
MERCH_00002938,13.75,APPROVE,0.0,25,10,20,35,0,,2026-02-13 04:12:02.863556
MERCH_00002939,36.9,REVIEW,9.523809523809526,25,95,20,35,0,Elevated chargeback rate: 5.67%; No website presence,2026-02-13 04:12:02.919772
MERCH_00002940,37.07,REVIEW,42.857142857142854,25,75,20,20,0,Elevated chargeback rate: 2.15%,2026-02-13 04:12:02.973793
MERCH_00002941,21.45,APPROVE,4.761904761904761,80,10,20,20,0,New business: 80 days,2026-02-13 04:12:03.024220
MERCH_00002942,30.81,REVIEW,19.047619047619047,40,50,20,20,25,,2026-02-13 04:12:03.078340
MERCH_00002943,36.82,REVIEW,42.857142857142854,25,50,20,30,50,,2026-02-13 04:12:03.133228
MERCH_00002944,30.45,REVIEW,4.761904761904761,25,75,20,30,0,Elevated chargeback rate: 3.70%,2026-02-13 04:12:03.186699
MERCH_00002945,16.06,APPROVE,19.047619047619047,15,10,20,20,15,,2026-02-13 04:12:03.236616
MERCH_00002946,46.32,REVIEW,42.857142857142854,80,75,20,30,0,New business: 30 days; Elevated chargeback rate: 2.32%,2026-02-13 04:12:03.288308
MERCH_00002947,28.81,APPROVE,19.047619047619047,80,10,20,40,25,New business: 64 days; No website presence,2026-02-13 04:12:03.338949
MERCH_00002948,30.31,REVIEW,19.047619047619047,60,30,20,60,0,,2026-02-13 04:12:03.397151
MERCH_00002949,15.45,APPROVE,4.761904761904761,40,10,20,20,0,,2026-02-13 04:12:03.451152
MERCH_00002950,31.4,REVIEW,9.523809523809526,25,75,20,30,0,Elevated chargeback rate: 4.67%,2026-02-13 04:12:03.504006
MERCH_00002951,45.56,REVIEW,19.047619047619047,80,75,20,20,50,New business: 37 days; Elevated chargeback rate: 3.10%,2026-02-13 04:12:03.555162
MERCH_00002952,19.46,APPROVE,28.57142857142857,25,10,20,20,15,,2026-02-13 04:12:03.608000
MERCH_00002953,46.99,REVIEW,76.19047619047619,40,75,20,30,0,High-risk industry: Gambling; Elevated chargeback rate: 2.45%,2026-02-13 04:12:03.662404
MERCH_00002954,40.65,REVIEW,9.523809523809526,80,75,20,40,0,New business: 30 days; Elevated chargeback rate: 2.49%,2026-02-13 04:12:03.709696
MERCH_00002955,28.5,APPROVE,0.0,25,75,20,20,0,Elevated chargeback rate: 2.17%,2026-02-13 04:12:03.759114
MERCH_00002956,17.75,APPROVE,0.0,25,10,20,25,50,,2026-02-13 04:12:03.811288
MERCH_00002957,41.46,REVIEW,28.57142857142857,40,75,20,20,50,Elevated chargeback rate: 4.66%,2026-02-13 04:12:03.862641
MERCH_00002958,36.0,REVIEW,0.0,15,95,20,60,0,Elevated chargeback rate: 6.10%,2026-02-13 04:12:03.912470
MERCH_00002959,40.82,REVIEW,42.857142857142854,40,75,20,35,0,Elevated chargeback rate: 2.06%; No website presence,2026-02-13 04:12:03.965141
MERCH_00002960,16.95,APPROVE,4.761904761904761,40,10,20,35,0,No website presence,2026-02-13 04:12:04.020049
MERCH_00002961,20.45,APPROVE,4.761904761904761,60,10,20,40,0,,2026-02-13 04:12:04.068900
MERCH_00002962,31.57,REVIEW,42.857142857142854,80,10,20,20,25,New business: 65 days,2026-02-13 04:12:04.117289
MERCH_00002963,21.06,APPROVE,19.047619047619047,25,30,20,20,0,,2026-02-13 04:12:04.169766
MERCH_00002964,20.45,APPROVE,4.761904761904761,40,10,20,20,50,,2026-02-13 04:12:04.214527
MERCH_00002965,28.5,APPROVE,0.0,15,75,20,35,0,Elevated chargeback rate: 4.52%; No website presence,2026-02-13 04:12:04.264469
MERCH_00002966,52.06,REVIEW,19.047619047619047,80,95,20,45,40,New business: 39 days; Elevated chargeback rate: 5.96%; No website presence,2026-02-13 04:12:04.319475
MERCH_00002967,27.7,APPROVE,4.761904761904761,15,50,20,30,50,,2026-02-13 04:12:04.370581
MERCH_00002968,33.95,REVIEW,4.761904761904761,15,75,20,30,50,Elevated chargeback rate: 3.22%,2026-02-13 04:12:04.423984
MERCH_00002969,36.75,REVIEW,0.0,80,75,20,20,0,New business: 86 days; Elevated chargeback rate: 2.27%,2026-02-13 04:12:04.478238
MERCH_00002970,35.5,REVIEW,0.0,40,50,50,20,50,,2026-02-13 04:12:04.526583
MERCH_00002971,35.45,REVIEW,4.761904761904761,80,50,20,35,25,New business: 85 days; No website presence,2026-02-13 04:12:04.580520
MERCH_00002972,23.71,APPROVE,28.57142857142857,40,10,20,30,25,,2026-02-13 04:12:04.629139
MERCH_00002973,16.4,APPROVE,9.523809523809526,40,10,20,20,0,,2026-02-13 04:12:04.671337
MERCH_00002974,31.81,REVIEW,19.047619047619047,15,75,20,30,0,Elevated chargeback rate: 4.85%,2026-02-13 04:12:04.719309
MERCH_00002975,52.0,REVIEW,100.0,80,50,20,35,0,High-risk industry: Cryptocurrency; New business: 68 days; No website presence,2026-02-13 04:12:04.773589
MERCH_00002976,32.32,REVIEW,42.857142857142854,25,50,20,35,0,No website presence,2026-02-13 04:12:04.827141
MERCH_00002977,40.15,REVIEW,9.523809523809526,80,75,20,20,15,New business: 87 days; Elevated chargeback rate: 2.26%,2026-02-13 04:12:04.882123
MERCH_00002978,19.2,APPROVE,4.761904761904761,25,30,20,30,0,,2026-02-13 04:12:04.933043
MERCH_00002979,15.2,APPROVE,4.761904761904761,25,10,20,40,0,,2026-02-13 04:12:04.986259
MERCH_00002980,16.95,APPROVE,4.761904761904761,40,10,20,35,0,No website presence,2026-02-13 04:12:05.034566
MERCH_00002981,19.56,APPROVE,19.047619047619047,15,30,20,20,0,,2026-02-13 04:12:05.083443
MERCH_00002982,25.9,APPROVE,9.523809523809526,80,10,20,30,25,New business: 80 days,2026-02-13 04:12:05.131394
MERCH_00002983,40.65,REVIEW,9.523809523809526,80,75,20,40,0,New business: 68 days; Elevated chargeback rate: 2.22%; No website presence,2026-02-13 04:12:05.178439
MERCH_00002984,39.0,REVIEW,100.0,60,10,20,35,0,High-risk industry: Cryptocurrency; No website presence,2026-02-13 04:12:05.223876
MERCH_00002985,27.95,APPROVE,4.761904761904761,80,30,20,20,15,New business: 30 days,2026-02-13 04:12:05.270073
MERCH_00002986,23.0,APPROVE,0.0,80,10,20,20,25,New business: 30 days,2026-02-13 04:12:05.316141
MERCH_00002987,18.15,APPROVE,9.523809523809526,25,10,20,20,40,,2026-02-13 04:12:05.365891
MERCH_00002988,39.56,REVIEW,19.047619047619047,40,95,20,20,0,Elevated chargeback rate: 5.10%,2026-02-13 04:12:05.421384
MERCH_00002989,29.45,APPROVE,4.761904761904761,40,50,20,45,15,No website presence,2026-02-13 04:12:05.472370
MERCH_00002990,34.5,REVIEW,0.0,25,95,20,30,0,Elevated chargeback rate: 5.02%,2026-02-13 04:12:05.523726
MERCH_00002991,17.56,APPROVE,19.047619047619047,15,10,20,35,15,No website presence,2026-02-13 04:12:05.575133
MERCH_00002992,24.31,APPROVE,19.047619047619047,60,10,20,35,15,No website presence,2026-02-13 04:12:05.623670
MERCH_00002993,38.81,REVIEW,19.047619047619047,60,50,20,45,50,No website presence,2026-02-13 04:12:05.676685
MERCH_00002994,13.2,APPROVE,4.761904761904761,25,10,20,20,0,,2026-02-13 04:12:05.731810
MERCH_00002995,15.45,APPROVE,4.761904761904761,40,10,20,20,0,,2026-02-13 04:12:05.783683
MERCH_00002996,45.5,REVIEW,100.0,80,10,20,45,25,High-risk industry: Cryptocurrency; New business: 52 days; No website presence,2026-02-13 04:12:05.838294
MERCH_00002997,41.81,REVIEW,19.047619047619047,80,50,20,45,50,New business: 30 days; No website presence,2026-02-13 04:12:05.886428
MERCH_00002998,30.57,REVIEW,42.857142857142854,40,30,20,20,25,,2026-02-13 04:12:05.932614
MERCH_00002999,19.31,APPROVE,19.047619047619047,40,10,20,30,0,,2026-02-13 04:12:05.974241
MERCH_00003000,23.31,APPROVE,19.047619047619047,40,10,20,20,50,,2026-02-13 04:12:06.025259
MERCH_00003001,26.46,APPROVE,28.57142857142857,25,30,20,30,25,,2026-02-13 04:12:06.076493
MERCH_00003002,37.99,REVIEW,76.19047619047619,25,50,20,25,0,High-risk industry: Gambling,2026-02-13 04:12:06.125613
MERCH_00003003,31.7,REVIEW,4.761904761904761,40,75,20,20,0,Elevated chargeback rate: 2.49%,2026-02-13 04:12:06.167720
MERCH_00003004,51.15,REVIEW,9.523809523809526,80,95,20,45,50,New business: 30 days; Elevated chargeback rate: 5.08%; No website presence,2026-02-13 04:12:06.217442
MERCH_00003005,29.31,APPROVE,19.047619047619047,80,10,20,20,50,New business: 73 days,2026-02-13 04:12:06.265664
MERCH_00003006,16.4,APPROVE,9.523809523809526,40,10,20,20,0,,2026-02-13 04:12:06.314873
MERCH_00003007,14.56,APPROVE,19.047619047619047,15,10,20,20,0,,2026-02-13 04:12:06.368021
MERCH_00003008,22.7,APPROVE,4.761904761904761,15,50,20,30,0,,2026-02-13 04:12:06.419931
MERCH_00003009,37.4,REVIEW,9.523809523809526,80,50,20,20,50,New business: 65 days,2026-02-13 04:12:06.463680
MERCH_00003010,17.95,APPROVE,4.761904761904761,40,10,20,45,0,No website presence,2026-02-13 04:12:06.512991
MERCH_00003011,41.96,REVIEW,28.57142857142857,60,75,20,30,15,Elevated chargeback rate: 2.01%,2026-02-13 04:12:06.560125
MERCH_00003012,55.75,REVIEW,100.0,40,75,20,45,25,High-risk industry: Cryptocurrency; Elevated chargeback rate: 4.05%,2026-02-13 04:12:06.610250
MERCH_00003013,25.32,APPROVE,42.857142857142854,15,10,20,30,50,,2026-02-13 04:12:06.660399
MERCH_00003014,44.46,REVIEW,28.57142857142857,60,95,20,20,0,Elevated chargeback rate: 5.17%,2026-02-13 04:12:06.712691
MERCH_00003015,32.65,REVIEW,9.523809523809526,40,75,20,20,0,Elevated chargeback rate: 3.78%,2026-02-13 04:12:06.756969
MERCH_00003016,15.65,APPROVE,9.523809523809526,25,10,20,35,0,,2026-02-13 04:12:06.809650
MERCH_00003017,26.21,APPROVE,28.57142857142857,80,10,20,20,0,New business: 73 days,2026-02-13 04:12:06.864661
MERCH_00003018,18.31,APPROVE,19.047619047619047,40,10,20,20,0,,2026-02-13 04:12:06.918515
MERCH_00003019,54.0,REVIEW,100.0,25,75,20,60,15,High-risk industry: Cryptocurrency; Elevated chargeback rate: 3.68%; No website presence,2026-02-13 04:12:06.971087
MERCH_00003020,12.25,APPROVE,0.0,25,10,20,20,0,,2026-02-13 04:12:07.024652
MERCH_00003021,39.21,REVIEW,28.57142857142857,15,95,20,35,0,Elevated chargeback rate: 5.75%,2026-02-13 04:12:07.077805
MERCH_00003022,15.2,APPROVE,4.761904761904761,25,10,20,40,0,,2026-02-13 04:12:07.125664
MERCH_00003023,37.45,REVIEW,4.761904761904761,60,50,20,60,50,,2026-02-13 04:12:07.177700
MERCH_00003024,29.31,APPROVE,19.047619047619047,80,10,20,70,0,New business: 30 days,2026-02-13 04:12:07.225777
MERCH_00003025,29.71,APPROVE,28.57142857142857,60,10,20,35,50,,2026-02-13 04:12:07.276878
MERCH_00003026,12.65,APPROVE,9.523809523809526,15,10,20,20,0,,2026-02-13 04:12:07.330203
MERCH_00003027,34.2,REVIEW,4.761904761904761,40,75,20,45,0,Elevated chargeback rate: 4.73%; No website presence,2026-02-13 04:12:07.373639
MERCH_00003028,35.56,REVIEW,19.047619047619047,40,75,20,30,0,Elevated chargeback rate: 2.38%,2026-02-13 04:12:07.414376
MERCH_00003029,24.5,APPROVE,0.0,40,50,20,20,0,,2026-02-13 04:12:07.453819
MERCH_00003030,14.2,APPROVE,4.761904761904761,25,10,20,30,0,,2026-02-13 04:12:07.494264
MERCH_00003031,34.2,REVIEW,4.761904761904761,40,75,20,20,25,Elevated chargeback rate: 2.04%,2026-02-13 04:12:07.547726
MERCH_00003032,21.0,APPROVE,0.0,40,10,20,35,50,,2026-02-13 04:12:07.594568
MERCH_00003033,15.15,APPROVE,9.523809523809526,25,10,20,30,0,,2026-02-13 04:12:07.646589
MERCH_00003034,42.7,REVIEW,4.761904761904761,80,75,20,20,50,New business: 36 days; Elevated chargeback rate: 2.74%,2026-02-13 04:12:07.688215
MERCH_00003035,13.2,APPROVE,4.761904761904761,25,10,20,20,0,,2026-02-13 04:12:07.738482
MERCH_00003036,29.07,APPROVE,42.857142857142854,80,10,20,20,0,New business: 30 days,2026-02-13 04:12:07.789834
MERCH_00003037,23.95,APPROVE,4.761904761904761,60,10,20,60,15,,2026-02-13 04:12:07.836853
MERCH_00003038,27.4,APPROVE,9.523809523809526,80,30,20,20,0,New business: 30 days,2026-02-13 04:12:07.886712
MERCH_00003039,35.56,REVIEW,19.047619047619047,40,75,20,30,0,Elevated chargeback rate: 4.14%,2026-02-13 04:12:07.934376
MERCH_00003040,48.82,REVIEW,42.857142857142854,60,95,20,35,0,Elevated chargeback rate: 5.18%,2026-02-13 04:12:07.982246
MERCH_00003041,30.0,REVIEW,0.0,25,75,20,35,0,Elevated chargeback rate: 4.31%; No website presence,2026-02-13 04:12:08.034179
MERCH_00003042,29.71,APPROVE,28.57142857142857,60,30,20,20,15,,2026-02-13 04:12:08.086733
MERCH_00003043,47.5,REVIEW,100.0,60,30,20,20,50,High-risk industry: Cryptocurrency,2026-02-13 04:12:08.133026
MERCH_00003044,14.15,APPROVE,9.523809523809526,15,10,20,20,15,,2026-02-13 04:12:08.184411
MERCH_00003045,33.07,REVIEW,42.857142857142854,40,30,20,20,50,,2026-02-13 04:12:08.230197
MERCH_00003046,16.75,APPROVE,0.0,15,30,20,30,0,,2026-02-13 04:12:08.280569
MERCH_00003047,23.45,APPROVE,4.761904761904761,60,30,20,20,0,,2026-02-13 04:12:08.334113
MERCH_00003048,32.45,REVIEW,4.761904761904761,80,50,20,30,0,New business: 35 days,2026-02-13 04:12:08.386619
MERCH_00003049,32.21,REVIEW,28.57142857142857,80,10,20,30,50,New business: 70 days,2026-02-13 04:12:08.437426
MERCH_00003050,36.7,REVIEW,4.761904761904761,40,75,20,20,50,Elevated chargeback rate: 2.86%,2026-02-13 04:12:08.491665
MERCH_00003051,20.15,APPROVE,9.523809523809526,25,30,20,30,0,,2026-02-13 04:12:08.548122
MERCH_00003052,16.75,APPROVE,0.0,15,10,20,30,50,,2026-02-13 04:12:08.599158
MERCH_00003053,22.25,APPROVE,0.0,15,50,20,35,0,No website presence,2026-02-13 04:12:08.642985
MERCH_00003054,36.07,REVIEW,42.857142857142854,80,10,20,40,50,New business: 70 days; No website presence,2026-02-13 04:12:08.688178
MERCH_00003055,37.31,REVIEW,19.047619047619047,25,75,20,20,50,Elevated chargeback rate: 3.32%,2026-02-13 04:12:08.734917
MERCH_00003056,32.45,REVIEW,4.761904761904761,80,30,20,30,50,New business: 31 days,2026-02-13 04:12:08.781620
MERCH_00003057,20.15,APPROVE,9.523809523809526,25,10,20,30,50,,2026-02-13 04:12:08.829423
MERCH_00003058,36.2,REVIEW,4.761904761904761,60,75,20,20,15,Elevated chargeback rate: 2.22%,2026-02-13 04:12:08.875958
MERCH_00003059,27.0,APPROVE,0.0,15,75,20,20,0,Elevated chargeback rate: 4.17%,2026-02-13 04:12:08.917376
MERCH_00003060,22.95,APPROVE,4.761904761904761,80,10,20,20,15,New business: 66 days,2026-02-13 04:12:08.959195
MERCH_00003061,19.31,APPROVE,19.047619047619047,40,10,20,30,0,,2026-02-13 04:12:09.001758
MERCH_00003062,48.2,REVIEW,4.761904761904761,80,95,20,50,25,New business: 42 days; Elevated chargeback rate: 9.88%; No website presence,2026-02-13 04:12:09.054668
MERCH_00003063,35.75,REVIEW,0.0,40,75,20,20,50,Elevated chargeback rate: 3.17%,2026-02-13 04:12:09.105309
MERCH_00003064,18.2,APPROVE,4.761904761904761,25,30,20,20,0,,2026-02-13 04:12:09.154086
MERCH_00003065,40.32,REVIEW,42.857142857142854,40,75,20,30,0,Elevated chargeback rate: 2.05%,2026-02-13 04:12:09.208287
MERCH_00003066,43.56,REVIEW,19.047619047619047,40,75,20,60,50,Elevated chargeback rate: 2.42%; No website presence,2026-02-13 04:12:09.256778
MERCH_00003067,24.82,APPROVE,42.857142857142854,25,10,20,45,15,No website presence,2026-02-13 04:12:09.296306
MERCH_00003068,38.95,REVIEW,4.761904761904761,80,50,20,45,50,New business: 83 days; No website presence,2026-02-13 04:12:09.336539
MERCH_00003069,42.24,REVIEW,76.19047619047619,80,10,20,35,50,High-risk industry: Gambling; New business: 50 days,2026-02-13 04:12:09.377144
MERCH_00003070,21.31,APPROVE,19.047619047619047,60,10,20,20,0,,2026-02-13 04:12:09.424039
MERCH_00003071,28.4,APPROVE,9.523809523809526,80,10,20,30,50,New business: 53 days,2026-02-13 04:12:09.465949
MERCH_00003072,40.56,REVIEW,19.047619047619047,80,75,20,20,0,New business: 30 days; Elevated chargeback rate: 3.99%,2026-02-13 04:12:09.518243
MERCH_00003073,37.31,REVIEW,19.047619047619047,25,75,20,20,50,Elevated chargeback rate: 3.66%,2026-02-13 04:12:09.560754
MERCH_00003074,31.45,REVIEW,4.761904761904761,15,75,20,30,25,Elevated chargeback rate: 3.20%,2026-02-13 04:12:09.602834
